"Brand","Model","KM Driven","Km/L","Range (Electric)","Gear","Motor Specs","Price","GPS","Trailer Hitch","4WD","Parkingsensor","Cruise Control","Antispin","ESP","El-Sæder","Leather Interior","Glass Roof","Headup Display","Isofix","Klimaanlæg","Regnsensor","Soltag","Sports Package","Seatwarmer","Xenon Lights","Non-Smoker","One-Owner","Service OK","Nysynet","Demo Car","Partly Leather Interior","CVR/Engros","Full Leather","Adaptive Cruise Control","Link","Year","Fuel_Type","Horsepower"
"Volvo","XC40",92000,23.9,418,"Automatgear","El

300 kW

408 HK",299900,"Yes","No","No","Yes","No","Yes","No","Yes","No","Yes","No","Yes","Yes","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4805916-brugt-volvo-xc40-p8-recharge-plus",2020,"El",408
"Volvo","XC40",53000,23.9,418,"Automatgear","El

300 kW

408 HK",339900,"Yes","No","No","No","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","https://www.autouncle.dk/da/d/4802646-brugt-volvo-xc40-p8-recharge-pro",2020,"El",408
"Volvo","XC40",26600,18.7,423,"Automatgear","El

169 kW

231 HK",319900,"Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","https://www.autouncle.dk/da/d/4802018-brugt-volvo-xc40-p6-recharge-core",2020,"El",231
"Volvo","XC40",10000,NA,436,"Automatgear","El

300 kW

408 HK",399900,"Yes","No","No","No","No","No","Yes","No","No","No","No","Yes","No","Yes","No","No","No","No","Yes","Yes","No","Yes","No","No","Yes","No","Yes","https://www.autouncle.dk/da/d/4586703-brugt-volvo-xc40-p8-recharge-plus",2020,"El",408
"Volvo","C40",22000,NA,418,"Automatgear","El

169 kW

231 HK",334900,"Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","https://www.autouncle.dk/da/d/4772789-brugt-volvo-c40-p6-recharge-plus",2020,"El",231
"Volvo","C40",9000,NA,418,"Automatgear","El

169 kW

231 HK",349900,"Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","https://www.autouncle.dk/da/d/4772784-brugt-volvo-c40-p6-recharge-plus",2020,"El",231
"Volvo","C40",4000,NA,418,"Automatgear","El

169 kW

231 HK",352900,"Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","https://www.autouncle.dk/da/d/4772783-brugt-volvo-c40-p6-recharge-plus",2020,"El",231
"Volvo","C40",3000,NA,418,"Automatgear","El

169 kW

231 HK",352900,"Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","https://www.autouncle.dk/da/d/4772787-brugt-volvo-c40-p6-recharge-plus",2020,"El",231
"Volvo","XC40",86000,23.9,418,"Automatgear","El

300 kW

408 HK",314000,"Yes","No","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4770406-brugt-volvo-xc40-p8-recharge-plus",2020,"El",408
"Volvo","XC40",84000,23.9,418,"Automatgear","El

300 kW

408 HK",314000,"Yes","No","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4754320-brugt-volvo-xc40-p8-recharge-plus",2020,"El",408
"Volvo","XC40",5000,NA,400,"Automatgear","El

169 kW

231 HK",379900,"Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","No","No","No","Yes","https://www.autouncle.dk/da/d/4652636-brugt-volvo-xc40-p6-recharge-ultimate",2020,"El",231
"Volvo","XC40",2500,NA,400,"Automatgear","El

169 kW

231 HK",379900,"Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Yes","Yes","No","No","No","Yes","https://www.autouncle.dk/da/d/4591830-brugt-volvo-xc40-p6-recharge-ultimate",2020,"El",231
"Volvo","XC40",34000,NA,414,"Automatgear","El

169 kW

231 HK",349800,"Yes","Yes","No","Yes","No","Yes","No","Yes","No","Yes","No","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","Yes","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4833690-brugt-volvo-xc40-p6-recharge-pro",2020,"El",231
"Volvo","XC40",8000,NA,436,"Automatgear","El

300 kW

408 HK",399800,"Yes","No","No","No","No","Yes","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4830425-brugt-volvo-xc40-p8-recharge-plus",2020,"El",408
"Volvo","XC40",1100,17.7,535,"Automatgear","El

300 kW

408 HK",429900,"Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4826718-ny-volvo-xc40-p8-recharge-twin-plus-awd-408hk-5d-trinl-gear",2023,"El",408
"Volvo","C40",4500,18,438,"Automatgear","El

169 kW

231 HK",359900,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","https://www.autouncle.dk/da/d/4814429-brugt-volvo-c40-p6-recharge-plus-231hk-4d-trinl-gear",2020,"El",231
"Volvo","C40",16500,19.9,449,"Automatgear","El

300 kW

408 HK",399900,"Yes","Yes","Yes","No","No","No","Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","https://www.autouncle.dk/da/d/4803768-brugt-volvo-c40-p8-recharge-twin-pro-awd-408hk-4d-trinl-gear",2020,"El",408
"Volvo","XC40",4500,18.7,423,"Automatgear","El

169 kW

231 HK",369900,"Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4802215-brugt-volvo-xc40-p6-recharge-pro-231hk-5d-trinl-gear",2020,"El",231
"Volvo","C40",6500,19.9,449,"Automatgear","El

300 kW

408 HK",399900,"Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4802214-brugt-volvo-c40-p8-recharge-twin-pro-awd-408hk-4d-trinl-gear",2020,"El",408
"Volvo","XC40",95000,23.9,418,"Automatgear","El

300 kW

408 HK",329900,"Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4809680-brugt-volvo-xc40-p8-recharge-twin-pro-awd-408hk-5d-trinl-gear",2020,"El",408
"Volvo","XC40",3000,NA,423,"Automatgear","El

169 kW

231 HK",379900,"Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","https://www.autouncle.dk/da/d/4822364-brugt-volvo-xc40-p6-recharge-plus",2020,"El",231
"Volvo","C40",35000,NA,418,"Automatgear","El

169 kW

231 HK",339900,"Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4803373-brugt-volvo-c40-p6-recharge-plus",2020,"El",231
"Volvo","XC40",39700,18.7,423,"Automatgear","El

169 kW

231 HK",329900,"Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","https://www.autouncle.dk/da/d/4799300-brugt-volvo-xc40-p6-recharge-core",2020,"El",231
"Volvo","C40",4070,18,438,"Automatgear","El

169 kW

231 HK",369900,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","https://www.autouncle.dk/da/d/4814428-brugt-volvo-c40-p6-recharge-plus-231hk-4d-trinl-gear",2020,"El",231
"Volvo","XC40",12000,17.8,500,"Automatgear","El

300 kW

408 HK",419800,"Yes","No","Yes","Yes","No","No","Yes","No","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4662819-brugt-volvo-xc40-p8-recharge-twin-ultimate-awd-408hk-5d-trinl-gear",2023,"El",408
"Volvo","XC40",30000,23.8,418,"Automatgear","El

300 kW

408 HK",389900,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","https://www.autouncle.dk/da/d/4809679-brugt-volvo-xc40-p8-recharge-twin-plus-awd-408hk-5d-trinl-gear",2020,"El",408
"Volvo","XC40",1000,NA,423,"Automatgear","El

169 kW

231 HK",379900,"Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","https://www.autouncle.dk/da/d/4832295-ny-volvo-xc40-p6-recharge-plus",2020,"El",231
"Volvo","XC40",41000,NA,418,"Automatgear","El

300 kW

408 HK",439800,"Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4731131-brugt-volvo-xc40-p8-recharge-ultimate",2020,"El",408
"Volvo","C40",100,18,438,"Automatgear","El

169 kW

231 HK",389900,"Yes","Yes","No","No","No","No","Yes","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4831487-brugt-volvo-c40-p6-recharge-ultimate-231hk-4d-trinl-gear",2020,"El",231
"Volvo","XC40",7000,17.7,535,"Automatgear","El

300 kW

408 HK",459900,"Yes","No","Yes","Yes","No","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Yes","No","Yes","Yes","No","Yes","https://www.autouncle.dk/da/d/4773001-brugt-volvo-xc40-recharge-twin-engine-ultimate-awd-408hk-5d-trinl-gear",2020,"El",408
"Volvo","XC40",11500,17.7,535,"Automatgear","El

300 kW

408 HK",369900,"No","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4823684-brugt-volvo-xc40-pre",2020,"El",408
"Volvo","XC40",5000,16.7,572,"Automatgear","El

185 kW

252 HK",389900,"Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4831334-brugt-volvo-xc40-pre",2020,"El",252
"Volvo","C40",5000,16.3,581,"Automatgear","El

185 kW

252 HK",392900,"Yes","No","No","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4831331-brugt-volvo-c40-pre",2020,"El",252
"Volvo","EX30",0,NA,344,"Automatgear","El

200 kW

272 HK",279900,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4829131-ny-volvo-ex30-standard-range-core",2020,"El",272
"Volvo","EX30",0,NA,344,"Automatgear","El

200 kW

272 HK",284900,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4829130-ny-volvo-ex30-standard-range-core",2020,"El",272
"Volvo","EX30",0,NA,460,"Automatgear","El

314 kW

428 HK",389900,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4829840-ny-volvo-ex30-twin-ultra",2020,"El",428
"Volvo","C40",5000,16.3,579,"Automatgear","El

185 kW

252 HK",475800,"Yes","No","No","Yes","No","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4596837-brugt-volvo-c40-recharge-extended-range-ultimate",2020,"El",252
"Volvo","XC40",10000,16.7,572,"Automatgear","El

185 kW

252 HK",459900,"Yes","Yes","No","Yes","No","Yes","No","No","No","Yes","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4813414-brugt-volvo-xc40-recharge-extended-range-ultimate",2020,"El",252
"Volvo","EX30",3000,NA,480,"Automatgear","El

200 kW

272 HK",372900,"Yes","No","No","Yes","No","Yes","No","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4733355-brugt-volvo-ex30-recharge-extended-range-ultra",2020,"El",272
"Volvo","EX30",3000,NA,460,"Automatgear","El

314 kW

428 HK",399900,"Yes","No","No","Yes","No","Yes","No","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4733354-brugt-volvo-ex30-recharge-twin-ultra",2020,"El",428
"Volvo","EX30",3000,NA,460,"Automatgear","El

314 kW

428 HK",399900,"Yes","No","No","Yes","No","Yes","No","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4733353-brugt-volvo-ex30-recharge-twin-ultra",2020,"El",428
"Volvo","EX30",10000,NA,480,"Automatgear","El

200 kW

272 HK",369900,"Yes","No","No","Yes","No","Yes","No","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4733351-brugt-volvo-ex30-recharge-extended-range-ultra",2020,"El",272
"Volvo","EX30",10000,NA,460,"Automatgear","El

314 kW

428 HK",399900,"Yes","No","No","No","No","No","No","Yes","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4733260-brugt-volvo-ex30-recharge-twin-ultra",2020,"El",428
"Volvo","XC40",19000,17.7,535,"Automatgear","El",309800,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4804969-brugt-volvo-xc40-p6-recharge-core",2020,"El",NA
"Volvo","XC40",13000,16.7,572,"Automatgear","El

185 kW

252 HK",419900,"Yes","No","No","Yes","No","No","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","Yes","No","Yes","https://www.autouncle.dk/da/d/4830065-brugt-volvo-xc40-recharge-extended-range-ultimate",2020,"El",252
"Volvo","XC40",10000,17.7,535,"Automatgear","El

300 kW

408 HK",484900,"Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4753723-brugt-volvo-xc40-recharge-twin-engine-ultimate-awd-408hk-5d-7g-aut",2023,"El",408
"Volvo","C40",3000,17.8,506,"Automatgear","El

300 kW

408 HK",429800,"Yes","No","Yes","Yes","No","No","Yes","No","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes","Yes","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4637563-brugt-volvo-c40-p8-recharge-twin-ultimate-awd-408hk-4d-trinl-gear",2023,"El",408
"Volvo","C40",3000,16.3,581,"Automatgear","El

185 kW

252 HK",429900,"Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","https://www.autouncle.dk/da/d/4831489-brugt-volvo-c40-recharge-extended-range-ultimate-252hk-5d-trinl-gear",2020,"El",252
"Volvo","XC40",14000,17.7,535,"Automatgear","El

300 kW

408 HK",399900,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","https://www.autouncle.dk/da/d/4809683-brugt-volvo-xc40-p8-recharge-twin-plus-awd-408hk-5d-trinl-gear",2020,"El",408
"VW","ID3",81000,15.5,424,"Automatgear","El

150 kW

204 HK",169900,"Yes","No","No","No","No","Yes","No","Yes","No","No","No","Yes","Yes","No","No","No","Yes","Yes","No","No","No","Yes","No","No","No","No","No","https://www.autouncle.dk/da/d/4828154-brugt-vw-id3-pro-performance-life",2020,"El",204
"VW","ID3",90000,15.7,553,"Automatgear","El

150 kW

204 HK",199800,"Yes","No","No","No","No","Yes","No","Yes","No","No","No","Yes","Yes","No","No","No","Yes","Yes","No","No","No","Yes","No","No","No","No","No","https://www.autouncle.dk/da/d/4798673-brugt-vw-id3-pro-s",2020,"El",204
"VW","ID4",40500,NA,514,"Automatgear","El

150 kW

204 HK",269900,"Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","https://www.autouncle.dk/da/d/4793113-brugt-vw-id4-pro-performance",2020,"El",204
"VW","ID3",70000,15.7,553,"Automatgear","El

150 kW

204 HK",199900,"Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4831974-brugt-vw-id3-pro-s",2020,"El",204
"VW","ID4",26000,NA,514,"Automatgear","El

150 kW

204 HK",279900,"Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","Yes","No","No","Yes","No","Yes","https://www.autouncle.dk/da/d/4831973-brugt-vw-id4-pro-performance",2020,"El",204
"VW","ID4",35000,NA,490,"Automatgear","El

150 kW

204 HK",289900,"Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","https://www.autouncle.dk/da/d/4830760-brugt-vw-id4-pro-performance-1st",2020,"El",204
"VW","ID4",29000,NA,490,"Automatgear","El

150 kW

204 HK",289700,"Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","https://www.autouncle.dk/da/d/4825841-brugt-vw-id4-pro-performance-1st-max",2020,"El",204
"VW","ID5",20000,17.9,495,"Automatgear","El

219 kW

299 HK",349900,"Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4824460-brugt-vw-id5-gtx-4motion",2020,"El",299
"VW","ID5",16000,16.9,534,"Automatgear","El

150 kW

204 HK",308800,"Yes","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","https://www.autouncle.dk/da/d/4656839-brugt-vw-id5-pro-performance",2020,"El",204
"VW","ID3",26500,NA,417,"Automatgear","El

150 kW

204 HK",204900,"Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4832079-brugt-vw-id3-family",2020,"El",204
"VW","ID5",11000,16.9,516,"Automatgear","El

150 kW

204 HK",299900,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4704205-brugt-vw-id5-pro-performance",2022,"El",204
"VW","ID5",14000,16.9,516,"Automatgear","El

150 kW

204 HK",309900,"Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4619721-brugt-vw-id5-pro-performance",2022,"El",204
"VW","ID4",25000,17.1,522,"Automatgear","El

150 kW

204 HK",299900,"Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","https://www.autouncle.dk/da/d/4086620-brugt-vw-id4-pro-performance-1st",2020,"El",204
"VW","ID3",11000,15.4,427,"Automatgear","El

150 kW

204 HK",249900,"Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4823454-brugt-vw-id3-active",2023,"El",204
"VW","ID3",8000,15.4,427,"Automatgear","El

150 kW

204 HK",264900,"Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4809034-brugt-vw-id3-pro-performance",2023,"El",204
"VW","ID.",11000,NA,417,"Automatgear","El

150 kW

204 HK",439900,"Yes","Yes","No","No","No","Yes","No","Yes","No","No","No","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4808709-brugt-vw-id-buzz-life-75-years-edition",2020,"El",204
"VW","ID3",20600,NA,420,"Automatgear","El

150 kW

204 HK",199900,"Yes","No","No","Yes","No","Yes","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4776839-brugt-vw-id3-1st-plus",2020,"El",204
"VW","ID7",5000,NA,615,"Automatgear","El

210 kW

286 HK",479900,"Yes","Yes","No","No","No","Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4807038-brugt-vw-id7-style",2020,"El",286
"VW","ID5",7000,16.9,516,"Automatgear","El

150 kW

204 HK",309900,"Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4591249-brugt-vw-id5-pro-performance",2022,"El",204
"VW","ID5",16000,16.9,516,"Automatgear","El

150 kW

204 HK",299900,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4693330-brugt-vw-id5-pro-performance",2022,"El",204
"VW","ID5",12000,16.9,516,"Automatgear","El

150 kW

204 HK",299900,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4588165-brugt-vw-id5-pro-performance",2020,"El",204
"VW","ID4",9500,NA,479,"Automatgear","El

219 kW

299 HK",329900,"Yes","No","Yes","Yes","No","Yes","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes","No","No","No","No","Yes","No","Yes","https://www.autouncle.dk/da/d/4746768-brugt-vw-id4-gtx-4motion",2020,"El",299
"VW","ID4",54000,NA,476,"Automatgear","El

219 kW

299 HK",319900,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","Yes","Yes","No","Yes","No","Yes","https://www.autouncle.dk/da/d/4758241-brugt-vw-id4-gtx-4motion",2020,"El",299
"VW","ID.",5500,20.6,423,"Automatgear","El

150 kW

204 HK",409900,"Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4828467-brugt-vw-id-buzz-life",2023,"El",204
"VW","ID3",7000,15.4,427,"Automatgear","El

150 kW

204 HK",269900,"Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4826789-brugt-vw-id3-active",2023,"El",204
"VW","ID.",5000,20.6,423,"Automatgear","El

150 kW

204 HK",414900,"Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4826709-brugt-vw-id-buzz-life",2023,"El",204
"VW","ID5",28000,16.9,517,"Automatgear","El

150 kW

204 HK",304900,"Yes","No","No","Yes","No","No","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4820791-brugt-vw-id5-pro-performance",2022,"El",204
"VW","ID.",12000,20.6,423,"Automatgear","El

150 kW

204 HK",419990,"Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","Yes","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4819262-brugt-vw-id-buzz-el-pro-204hk-aut",2023,"El",204
"VW","ID4",15000,17.1,537,"Automatgear","El

150 kW

204 HK",286500,"Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","No","Yes","No","No","No","Yes","https://www.autouncle.dk/da/d/4781189-brugt-vw-id4-pro-performance-life",2022,"El",204
"VW","ID4",15000,17.1,537,"Automatgear","El

150 kW

204 HK",279900,"Yes","Yes","No","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4802079-brugt-vw-id4-pre",2020,"El",204
"VW","ID.",19000,NA,418,"Automatgear","El

150 kW

204 HK",429800,"Yes","No","No","No","No","Yes","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","Yes","No","No","No","Yes","https://www.autouncle.dk/da/d/4832073-brugt-vw-id-buzz-pro",2020,"El",204
"VW","ID3",51000,15.3,429,"Automatgear","El

150 kW

204 HK",189900,"Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4830734-brugt-vw-id3-pfo",2020,"El",204
"VW","ID5",27000,16.9,517,"Automatgear","El

150 kW

204 HK",297900,"Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4755248-brugt-vw-id5-pre",2020,"El",204
"VW","ID4",33000,17.9,488,"Automatgear","El

219 kW

299 HK",329900,"Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4829172-brugt-vw-id4-pre",2020,"El",299
"VW","ID4",28000,17.1,537,"Automatgear","El

150 kW

204 HK",274900,"Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4829161-brugt-vw-id4-pre",2020,"El",204
