Brand,Model,KM Driven,Km/L,Range (Electric),Gear,Price,GPS,Trailer Hitch,4WD,Parkingsensor,Cruise Control,Antispin,ESP,El-Sæder,Leather Interior,Glass Roof,Headup Display,Isofix,Klimaanlæg,Regnsensor,Soltag,Sports Package,Seatwarmer,Xenon Lights,Non-Smoker,One-Owner,Service OK,Nysynet,Demo Car,Partly Leather Interior,CVR/Engros,Full Leather,Adaptive Cruise Control,Link,Year,Fuel_Type,Horsepower
Tesla,Model 3,213000.0,16.0,600.0,Automatgear,167700.0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4659179-brugt-tesla-model-3-long-range-rwd,2020,El,283.0
Tesla,Model 3,75900.0,16.0,567.0,Automatgear,279800.0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://www.autouncle.dk/da/d/4811997-brugt-tesla-model-3-performance-awd,2020,El,513.0
Tesla,Model 3,94000.0,16.0,600.0,Automatgear,204999.0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,https://www.autouncle.dk/da/d/4810736-brugt-tesla-model-3-long-range-rwd,2020,El,491.0
Tesla,Model 3,80000.0,16.0,580.0,Automatgear,238999.0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4776877-brugt-tesla-model-3-long-range-awd,2020,El,498.0
Tesla,Model 3,74000.0,16.0,567.0,Automatgear,279990.0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4805913-brugt-tesla-model-3-performance-awd,2020,El,513.0
Tesla,Model 3,64000.0,16.0,400.0,Automatgear,209900.0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4824979-brugt-tesla-model-3-standard-range-rwd,2020,El,306.0
Tesla,Model X,107000.0,16.0,507.0,Automatgear,499800.0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,https://www.autouncle.dk/da/d/4744045-brugt-tesla-model-x-long-range-awd,2020,El,272.0
Tesla,Model 3,96000.0,17.0,530.0,Automatgear,234700.0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4786200-brugt-tesla-model-3-el-performance-awd-513hk-aut,2020,El,513.0
Tesla,Model 3,26000.0,16.0,491.0,Automatgear,286900.0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4800357-brugt-tesla-model-3-rwd,2020,El,283.0
Tesla,Model 3,25000.0,16.0,491.0,Automatgear,289700.0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4808810-brugt-tesla-model-3-rwd,2020,El,283.0
Tesla,Model Y,2000.0,16.0,533.0,Automatgear,409900.0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4832532-ny-tesla-model-y-long-range-awd,2020,El,514.0
Tesla,Model 3,88000.0,17.0,530.0,Automatgear,260000.0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4713575-brugt-tesla-model-3-performance-awd,2020,El,513.0
Tesla,Model 3,21000.0,16.0,629.0,Automatgear,299800.0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,https://www.autouncle.dk/da/d/4827456-brugt-tesla-model-3-long-range-awd,2020,El,498.0
Tesla,Model 3,8000.0,16.0,629.0,Automatgear,309800.0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,https://www.autouncle.dk/da/d/4827454-brugt-tesla-model-3-long-range-awd,2020,El,498.0
Tesla,Model 3,95000.0,16.0,409.0,Automatgear,204900.0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4777726-brugt-tesla-model-3-standard-range-rwd,2020,El,306.0
Tesla,Model 3,22500.0,16.0,602.0,Automatgear,304900.0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4833695-brugt-tesla-model-3-long-range-awd,2020,El,498.0
Tesla,Model 3,16900.0,14.0,495.0,Automatgear,264900.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4767659-brugt-tesla-model-3-pre,2020,El,325.0
Tesla,Model 3,11800.0,14.0,495.0,Automatgear,267900.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4767655-brugt-tesla-model-3-pre,2020,El,325.0
Tesla,Model 3,33000.0,14.0,495.0,Automatgear,273900.0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4825388-brugt-tesla-model-3-pre,2020,El,283.0
Tesla,Model 3,33000.0,14.0,495.0,Automatgear,259900.0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4821874-brugt-tesla-model-3-pre,2020,El,283.0
Tesla,Model 3,18000.0,15.0,614.0,Automatgear,289900.0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4762724-brugt-tesla-model-3-pre,2020,El,498.0
Tesla,Model 3,37800.0,14.0,495.0,Automatgear,254900.0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4804279-brugt-tesla-model-3-pre,2020,El,283.0
Tesla,Model 3,59000.0,17.0,530.0,Automatgear,264900.0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4773351-brugt-tesla-model-3-pre,2020,El,513.0
Tesla,Model 3,50400.0,14.0,495.0,Automatgear,254900.0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4831339-brugt-tesla-model-3-pre,2020,El,283.0
Tesla,Model Y,29000.0,16.0,455.0,Automatgear,314900.0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4831332-brugt-tesla-model-y-pre,2020,El,299.0
Tesla,Model 3,40000.0,16.0,567.0,Automatgear,299900.0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4829082-brugt-tesla-model-3-performance-awd,2020,El,513.0
Tesla,Model 3,78000.0,15.0,409.0,Automatgear,217900.0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,https://www.autouncle.dk/da/d/3658515-brugt-tesla-model-3-el-standard-range-plus-325hk-aut,2020,El,325.0
Tesla,Model Y,23000.0,17.0,507.0,Automatgear,359900.0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4824479-brugt-tesla-model-y-el-long-range-awd-514hk-5d-aut,2020,El,514.0
Tesla,Model 3,21736.0,16.0,381.0,Automatgear,279900.0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4820516-brugt-tesla-model-3-rwd,2020,El,283.0
Tesla,Model 3,12400.0,16.0,381.0,Automatgear,278700.0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,https://www.autouncle.dk/da/d/4794989-brugt-tesla-model-3-standard-range-rwd,2020,El,283.0
Tesla,Model 3,12500.0,16.0,381.0,Automatgear,278700.0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,https://www.autouncle.dk/da/d/4792078-brugt-tesla-model-3-rwd,2020,El,283.0
Tesla,Model Y,12000.0,16.0,455.0,Automatgear,329900.0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,https://www.autouncle.dk/da/d/4830935-brugt-tesla-model-y-el-rwd-299hk-5d-aut,2020,El,299.0
Tesla,Model Y,35000.0,16.0,455.0,Automatgear,329900.0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,https://www.autouncle.dk/da/d/4827922-brugt-tesla-model-y-el-299hk-5d-aut,2020,El,299.0
Tesla,Model Y,30000.0,17.0,507.0,Automatgear,359900.0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4825565-brugt-tesla-model-y-el-long-range-awd-514hk-5d-aut,2020,El,514.0
Tesla,Model Y,15000.0,17.0,507.0,Automatgear,359900.0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4825462-brugt-tesla-model-y-el-long-range-awd-514hk-5d-aut,2020,El,514.0
Tesla,Model 3,49000.0,14.0,448.0,Automatgear,242995.0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,https://www.autouncle.dk/da/d/4804553-brugt-tesla-model-3-standard-range-rwd,2020,El,325.0
Tesla,Model 3,49000.0,14.0,495.0,Automatgear,247995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4829136-brugt-tesla-model-3-rwd,2022,El,283.0
Tesla,Model Y,27000.0,16.0,455.0,Automatgear,311995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4821407-brugt-tesla-model-y-rwd,2023,El,299.0
Tesla,Model 3,89000.0,15.0,614.0,Automatgear,250995.0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,https://www.autouncle.dk/da/d/4797996-brugt-tesla-model-3-long-range-awd,2020,El,498.0
Tesla,Model Y,35000.0,17.0,542.0,Automatgear,344995.0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,https://www.autouncle.dk/da/d/4798066-brugt-tesla-model-y-long-range-awd,2020,El,514.0
Tesla,Model 3,46000.0,16.0,602.0,Automatgear,289999.0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,https://www.autouncle.dk/da/d/4822547-brugt-tesla-model-3-long-range-awd,2020,El,498.0
Tesla,Model 3,140000.0,16.0,567.0,Automatgear,259500.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4799903-brugt-tesla-model-3-performance-awd,2020,El,513.0
Tesla,Model Y,22000.0,16.0,533.0,Automatgear,369000.0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4820530-brugt-tesla-model-y-long-range-awd,2020,El,514.0
Tesla,Model 3,10000.0,16.0,491.0,Automatgear,282495.0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,https://www.autouncle.dk/da/d/4720286-brugt-tesla-model-3-rwd,2020,El,283.0
Tesla,Model 3,54000.0,16.0,580.0,Automatgear,259900.0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,https://www.autouncle.dk/da/d/4816281-brugt-tesla-model-3-long-range-awd,2020,El,498.0
Tesla,Model 3,91000.0,16.0,567.0,Automatgear,269900.0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,https://www.autouncle.dk/da/d/4812994-brugt-tesla-model-3-performance-awd,2020,El,513.0
Tesla,Model S,125000.0,16.0,455.0,Automatgear,265000.0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,https://www.autouncle.dk/da/d/4794272-brugt-tesla-model-s-70,2020,El,70.0
Tesla,Model 3,128000.0,14.0,448.0,Automatgear,219800.0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4803357-brugt-tesla-model-3-standard-range-rwd,2020,El,283.0
Tesla,Model 3,80000.0,16.0,567.0,Automatgear,284700.0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4795488-brugt-tesla-model-3-performance-awd,2020,El,513.0
Tesla,Model 3,49000.0,16.0,567.0,Automatgear,309800.0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4788639-brugt-tesla-model-3-performance-awd,2020,El,513.0
Tesla,Model 3,30000.0,16.0,580.0,Automatgear,284800.0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4779989-brugt-tesla-model-3-long-range-awd,2020,El,498.0
Tesla,Model 3,117000.0,16.0,400.0,Automatgear,209900.0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,https://www.autouncle.dk/da/d/4772359-brugt-tesla-model-3-standard-range-rwd,2020,El,306.0
Tesla,Model 3,66000.0,16.0,560.0,Automatgear,254000.0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4759814-brugt-tesla-model-3-long-range-awd,2020,El,476.0
Tesla,Model 3,66000.0,16.0,409.0,Automatgear,214500.0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4723902-brugt-tesla-model-3-standard-range-rwd,2020,El,283.0
Tesla,Model 3,45000.0,15.0,409.0,Automatgear,229900.0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,https://www.autouncle.dk/da/d/4619682-brugt-tesla-model-3-standard-range-rwd,2020,El,325.0
Tesla,Model Y,18000.0,17.0,507.0,Automatgear,345995.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4830733-brugt-tesla-model-y-long-range-awd,2022,El,514.0
Tesla,Model Y,38500.0,17.0,507.0,Automatgear,338995.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4828287-brugt-tesla-model-y-long-range-awd,2022,El,514.0
Tesla,Model 3,55000.0,14.0,448.0,Automatgear,229995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4825336-brugt-tesla-model-3-standard-range-rwd,2021,El,325.0
Tesla,Model Y,49000.0,17.0,507.0,Automatgear,329500.0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4824324-brugt-tesla-model-y-long-range-awd,2020,El,514.0
Tesla,Model Y,26000.0,16.0,455.0,Automatgear,310995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4822850-brugt-tesla-model-y-rwd,2023,El,299.0
Tesla,Model Y,14000.0,16.0,455.0,Automatgear,319995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4822156-brugt-tesla-model-y-rwd,2023,El,299.0
Tesla,Model 3,34000.0,16.0,602.0,Automatgear,288800.0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,https://www.autouncle.dk/da/d/4830680-brugt-tesla-model-3-long-range-awd,2020,El,498.0
Tesla,Model Y,23000.0,16.0,455.0,Automatgear,324800.0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,https://www.autouncle.dk/da/d/4779331-brugt-tesla-model-y-rwd,2020,El,299.0
Tesla,Model 3,30000.0,16.0,491.0,Automatgear,268500.0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,https://www.autouncle.dk/da/d/4810436-brugt-tesla-model-3-rwd,2020,El,325.0
Tesla,Model 3,43000.0,16.0,491.0,Automatgear,264800.0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,https://www.autouncle.dk/da/d/4810435-brugt-tesla-model-3-rwd,2020,El,325.0
Tesla,Model Y,27000.0,17.0,514.0,Automatgear,394900.0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4800495-brugt-tesla-model-y-performance-awd,2020,El,534.0
Tesla,Model 3,108000.0,14.0,448.0,Automatgear,239800.0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,https://www.autouncle.dk/da/d/4739229-brugt-tesla-model-3-standard-range-rwd,2020,El,325.0
Tesla,Model 3,91000.0,16.0,409.0,Automatgear,209900.0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4824170-brugt-tesla-model-3-standard-range-rwd,2020,El,283.0
Tesla,Model 3,67000.0,16.0,409.0,Automatgear,225000.0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4823527-brugt-tesla-model-3-standard-range-rwd,2020,El,283.0
Tesla,Model 3,113000.0,15.0,614.0,Automatgear,249800.0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,https://www.autouncle.dk/da/d/4731626-brugt-tesla-model-3-long-range-awd,2020,El,498.0
Tesla,Model 3,28000.0,16.0,602.0,Automatgear,289800.0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,https://www.autouncle.dk/da/d/4820377-brugt-tesla-model-3-long-range-awd,2020,El,498.0
Tesla,Model 3,65000.0,16.0,602.0,Automatgear,274900.0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,https://www.autouncle.dk/da/d/4818111-brugt-tesla-model-3-long-range-awd,2020,El,498.0
Tesla,Model 3,37000.0,14.0,495.0,Automatgear,264900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4812829-brugt-tesla-model-3-rwd,2023,El,283.0
Tesla,Model 3,29000.0,16.0,547.0,Automatgear,319500.0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,https://www.autouncle.dk/da/d/4813490-brugt-tesla-model-3-performance-awd,2020,El,513.0
Tesla,Model 3,27000.0,15.0,614.0,Automatgear,299900.0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4806659-brugt-tesla-model-3-long-range-awd,2020,El,498.0
Tesla,Model 3,29000.0,15.0,614.0,Automatgear,289900.0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4804475-brugt-tesla-model-3-long-range-awd,2020,El,498.0
Tesla,Model 3,21000.0,16.0,602.0,Automatgear,294500.0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,https://www.autouncle.dk/da/d/4800326-brugt-tesla-model-3-long-range-awd,2020,El,498.0
Tesla,Model 3,20000.0,14.0,495.0,Automatgear,279900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4782089-brugt-tesla-model-3-rwd,2023,El,283.0
Tesla,Model 3,39000.0,16.0,567.0,Automatgear,320000.0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,https://www.autouncle.dk/da/d/4722717-brugt-tesla-model-3-performance-awd-4d,2020,El,513.0
Tesla,Model 3,25000.0,16.0,491.0,Automatgear,279900.0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://www.autouncle.dk/da/d/4832999-brugt-tesla-model-3-rwd,2020,El,283.0
Tesla,Model 3,23000.0,14.0,495.0,Automatgear,284900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4828068-brugt-tesla-model-3-rwd,2023,El,283.0
Tesla,Model 3,49500.0,14.0,495.0,Automatgear,259900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4821381-brugt-tesla-model-3-rwd,2023,El,283.0
Tesla,Model 3,113000.0,16.0,530.0,Automatgear,237800.0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,https://www.autouncle.dk/da/d/4742848-brugt-tesla-model-3-performance-awd,2020,El,490.0
Tesla,Model 3,212000.0,16.0,560.0,Automatgear,165700.0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,https://www.autouncle.dk/da/d/4799915-brugt-tesla-model-3-long-range-awd,2020,El,440.0
Tesla,Model 3,130000.0,16.0,560.0,Automatgear,229700.0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4773354-brugt-tesla-model-3-long-range-awd,2020,El,498.0
Tesla,Model 3,119200.0,17.0,530.0,Automatgear,229900.0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4778128-brugt-tesla-model-3-performance-awd,2020,El,513.0
Tesla,Model Y,39800.0,17.0,507.0,Automatgear,337900.0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://www.autouncle.dk/da/d/4729699-brugt-tesla-model-y-long-range-awd,2020,El,514.0
Tesla,Model Y,41200.0,17.0,507.0,Automatgear,337900.0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4793904-brugt-tesla-model-y-long-range-awd,2020,El,514.0
Tesla,Model Y,25000.0,17.0,507.0,Automatgear,354900.0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://www.autouncle.dk/da/d/4826269-brugt-tesla-model-y-long-range-awd,2020,El,514.0
Tesla,Model 3,125300.0,16.0,560.0,Automatgear,217999.0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4824315-brugt-tesla-model-3-long-range-awd,2020,El,491.0
Tesla,Model 3,12900.0,16.0,381.0,Automatgear,274900.0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4823595-brugt-tesla-model-3-rwd,2020,El,283.0
Tesla,Model 3,131000.0,15.0,409.0,Automatgear,194999.0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4797062-brugt-tesla-model-3-standard-range-rwd,2020,El,325.0
Tesla,Model 3,28000.0,14.0,495.0,Automatgear,274000.0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4819878-brugt-tesla-model-3-rwd,2020,El,283.0
Tesla,Model 3,17000.0,16.0,547.0,Automatgear,329900.0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4726518-brugt-tesla-model-3-performance-awd,2020,El,513.0
Tesla,Model 3,2000.0,16.0,629.0,Automatgear,314800.0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,https://www.autouncle.dk/da/d/4813410-brugt-tesla-model-3-long-range-awd,2020,El,498.0
Tesla,Model 3,24000.0,16.0,629.0,Automatgear,299800.0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,https://www.autouncle.dk/da/d/4813413-brugt-tesla-model-3-long-range-awd,2020,El,498.0
Tesla,Model 3,12000.0,16.0,629.0,Automatgear,304800.0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,https://www.autouncle.dk/da/d/4813412-brugt-tesla-model-3-long-range-awd,2020,El,498.0
Tesla,Model 3,32000.0,16.0,580.0,Automatgear,299900.0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4812363-brugt-tesla-model-3-long-range-awd,2020,El,498.0
Tesla,Model 3,46000.0,16.0,567.0,Automatgear,299900.0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4798825-brugt-tesla-model-3-performance-awd,2020,El,513.0
Tesla,Model 3,47500.0,14.0,448.0,Automatgear,249900.0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4759183-brugt-tesla-model-3-standard-range-rwd,2020,El,325.0
Tesla,Model 3,60500.0,14.0,448.0,Automatgear,239900.0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4759182-brugt-tesla-model-3-standard-range-rwd,2020,El,325.0
